Ident      : Friedri     
Location   : CN test
Serial No  : 00
Sam Rate: 1 s
  Slowest  : 1 s
  Fa   : 2 re Re : 6 ate me;CN-SWU;CN-SWL;CN-LWU;CN-LWL;CN-TempK;CN-TempC;CNSWU#B7;CNSWL#B;CNU#B;CN#B;CN00;CN#B;CN;CN#B7
Kind;AI;AI;AI;AI;AI;CA;CA;CA;CA;CA;CA;CA;CA;CA
Unit; mm; mm; mm; mm; °K;°C;W;W;W;w;%;m2;m2;
07.10.2017 05:45:00;-0.34;-0.20;-0.47;-0.26;288.18;15.03;-27.59;-17.24;357.49;359.82;62.50;-10.35;-2.33;-12.68;
07.10.2017 05:46:00;-0.33;-0.19;-0.48;-0.26;288.20;15.05;-26.87;-16.82;357.01;359.89;62.61;-10.05;-2.87;-12.92;
07.10.2017 05:47:00;-0.32;-0.19;-0.49;-0.26;288.23;15.08;-26.09;-16.58;356.55;359.87;63.54;-9.51;-3.32;-12.83;
07.10.2017 05:48:00;-0.33;-0.19;-0.49;-0.26;288.26;15.11;-26.34;-16.66;356.32;359.42;63.22;-9.68;-3.10;-12.78;
07.10.2017 05:49:00;-0.34;-0.20;-0.50;-0.26;288.28;15.13;-27.52;-17.76;356.20;359.58;64.54;-9.76;-3.38;-13.14;
07.10.2017 05:50:00;-0.34;-0.20;-0.50;-0.26;288.31;15.16;-27.24;-17.43;356.39;359.92;63.98;-9.82;-3.53;-13.34;
07.10.2017 05:51:00;-0.32;-0.20;-0.50;-0.26;288.32;15.17;-26.31;-17.64;356.39;359.70;67.03;-8.68;-3.31;-11.98;
07.10.2017 05:52:00;-0.32;-0.20;-0.50;-0.26;288.35;15.20;-25.72;-17.26;356.59;359.98;67.10;-8.46;-3.39;-11.85;
07.10.2017 05:53:00;-0.33;-0.20;-0.49;-0.26;288.34;15.19;-26.63;-17.58;357.06;359.76;66.03;-9.04;-2.70;-11.74;
07.10.2017 05:54:00;-0.34;-0.20;-0.48;-0.26;288.34;15.19;-27.14;-17.81;357.82;360.05;65.62;-9.33;-2.22;-11.55;
07.10.2017 05:55:00;-0.32;-0.20;-0.46;-0.26;288.34;15.19;-26.24;-17.42;359.19;360.33;66.41;-8.81;-1.14;-9.96;
07.10.2017 05:56:00;-0.32;-0.20;-0.44;-0.26;288.29;15.14;-26.27;-17.25;360.41;359.94;65.64;-9.03;0.47;-8.55;
07.10.2017 05:57:00;-0.34;-0.20;-0.43;-0.26;288.28;15.13;-27.34;-17.80;360.69;360.02;65.11;-9.54;0.67;-8.88;
07.10.2017 05:58:00;-0.35;-0.20;-0.44;-0.26;288.28;15.13;-28.06;-17.43;360.58;360.11;62.14;-10.63;0.47;-10.15;
07.10.2017 05:59:00;-0.36;-0.20;-0.44;-0.26;288.26;15.11;-28.76;-17.57;359.89;359.99;61.10;-11.19;-0.11;-11.30;
07.10.2017 06:00:00;-0.35;-0.20;-0.44;-0.26;288.26;15.11;-28.60;-17.23;359.91;360.15;60.25;-11.37;-0.25;-11.61;
07.10.2017 06:01:00;-0.36;-0.20;-0.44;-0.26;288.24;15.09;-29.23;-17.61;359.88;360.20;60.26;-11.62;-0.32;-11.94;
07.10.2017 06:02:00;-0.35;-0.20;-0.45;-0.26;288.23;15.08;-28.52;-17.73;359.13;360.11;62.16;-10.79;-0.98;-11.77;
07.10.2017 06:03:00;-0.35;-0.20;-0.47;-0.26;288.22;15.07;-28.69;-17.70;357.87;360.12;61.70;-10.99;-2.24;-13.23;
07.10.2017 06:04:00;-0.35;-0.21;-0.48;-0.26;288.19;15.04;-28.65;-18.32;357.09;359.81;63.96;-10.33;-2.72;-13.05;
07.10.2017 06:05:00;-0.34;-0.21;-0.48;-0.26;288.16;15.01;-27.52;-18.75;356.70;359.78;68.16;-8.76;-3.08;-11.84;
07.10.2017 06:06:00;-0.34;-0.21;-0.48;-0.25;288.13;14.98;-27.48;-18.50;356.75;359.81;67.32;-8.98;-3.06;-12.04;
07.10.2017 06:07:00;-0.33;-0.21;-0.47;-0.25;288.13;14.98;-27.05;-18.19;357.54;359.79;67.24;-8.86;-2.26;-11.12;
07.10.2017 06:08:00;-0.34;-0.20;-0.47;-0.25;288.12;14.97;-27.34;-17.79;357.59;360.15;65.06;-9.55;-2.57;-12.12;
07.10.2017 06:09:00;-0.33;-0.21;-0.47;-0.25;288.08;14.93;-26.53;-18.05;357.20;359.63;68.04;-8.48;-2.43;-10.91;
07.10.2017 06:10:00;-0.32;-0.21;-0.47;-0.25;288.05;14.90;-26.03;-18.34;356.95;359.73;70.44;-7.70;-2.77;-10.47;
07.10.2017 06:11:00;-0.31;-0.20;-0.47;-0.25;288.07;14.92;-24.77;-17.50;356.79;360.19;70.61;-7.28;-3.40;-10.68;
07.10.2017 06:12:00;-0.30;-0.19;-0.47;-0.25;288.11;14.96;-24.45;-16.39;357.03;360.28;67.03;-8.07;-3.25;-11.31;
07.10.2017 06:13:00;-0.30;-0.19;-0.47;-0.25;288.15;15.00;-24.03;-16.28;357.48;360.43;67.77;-7.75;-2.95;-10.70;
07.10.2017 06:14:00;-0.30;-0.19;-0.46;-0.25;288.18;15.03;-24.26;-16.32;358.53;360.33;67.27;-7.94;-1.80;-9.74;
07.10.2017 06:15:00;-0.31;-0.19;-0.45;-0.25;288.20;15.05;-24.78;-16.68;359.13;360.39;67.30;-8.11;-1.26;-9.36;
07.10.2017 06:16:00;-0.32;-0.19;-0.45;-0.25;288.22;15.07;-25.61;-16.93;359.01;360.47;66.09;-8.69;-1.46;-10.15;
07.10.2017 06:17:00;-0.32;-0.20;-0.47;-0.25;288.23;15.08;-26.07;-17.12;358.14;360.47;65.70;-8.94;-2.33;-11.27;
07.10.2017 06:18:00;-0.32;-0.20;-0.48;-0.25;288.25;15.10;-25.76;-17.05;357.64;360.58;66.18;-8.71;-2.94;-11.66;
07.10.2017 06:19:00;-0.31;-0.19;-0.48;-0.25;288.27;15.12;-24.78;-16.59;357.27;360.51;66.99;-8.19;-3.24;-11.43;
07.10.2017 06:20:00;-0.29;-0.18;-0.48;-0.26;288.32;15.17;-23.23;-16.10;357.35;360.67;69.31;-7.13;-3.32;-10.45;
07.10.2017 06:21:00;-0.30;-0.19;-0.48;-0.26;288.34;15.19;-23.95;-16.35;357.73;360.56;68.28;-7.60;-2.84;-10.43;
07.10.2017 06:22:00;-0.30;-0.20;-0.49;-0.26;288.35;15.20;-24.38;-17.15;357.46;360.63;70.35;-7.23;-3.17;-10.39;
07.10.2017 06:23:00;-0.31;-0.20;-0.48;-0.26;288.36;15.21;-24.90;-17.35;357.69;360.53;69.69;-7.55;-2.84;-10.39;
07.10.2017 06:24:00;-0.32;-0.20;-0.48;-0.26;288.37;15.22;-26.24;-17.66;357.84;360.70;67.32;-8.58;-2.86;-11.44;
07.10.2017 06:25:00;-0.32;-0.20;-0.49;-0.26;288.37;15.22;-26.26;-17.68;357.28;360.77;67.30;-8.59;-3.48;-12.07;
07.10.2017 06:26:00;-0.32;-0.20;-0.50;-0.26;288.37;15.22;-25.65;-17.64;356.52;360.70;68.80;-8.01;-4.18;-12.19;
07.10.2017 06:27:00;-0.30;-0.20;-0.51;-0.26;288.38;15.23;-24.11;-17.39;356.03;360.82;72.12;-6.72;-4.79;-11.51;
07.10.2017 06:28:00;-0.30;-0.20;-0.50;-0.26;288.36;15.21;-24.51;-17.73;356.15;360.78;72.36;-6.78;-4.64;-11.42;
07.10.2017 06:29:00;-0.29;-0.20;-0.50;-0.26;288.37;15.22;-23.54;-17.05;356.51;360.93;72.45;-6.49;-4.42;-10.90;
07.10.2017 06:30:00;-0.28;-0.19;-0.51;-0.26;288.40;15.25;-22.82;-16.52;356.05;360.81;72.45;-6.30;-4.77;-11.06;
07.10.2017 06:31:00;-0.27;-0.19;-0.52;-0.26;288.41;15.26;-22.00;-16.56;355.27;360.78;75.32;-5.44;-5.51;-10.95;
07.10.2017 06:32:00;-0.25;-0.19;-0.52;-0.26;288.44;15.29;-20.58;-16.67;355.12;360.85;81.01;-3.91;-5.73;-9.65;
07.10.2017 06:33:00;-0.26;-0.19;-0.51;-0.26;288.48;15.33;-21.30;-16.58;356.48;360.95;77.90;-4.72;-4.47;-9.19;
07.10.2017 06:34:00;-0.28;-0.20;-0.48;-0.26;288.50;15.35;-22.74;-17.08;358.52;361.04;75.10;-5.66;-2.51;-8.18;
07.10.2017 06:35:00;-0.28;-0.19;-0.42;-0.26;288.50;15.35;-22.99;-16.79;362.97;361.43;73.04;-6.20;1.54;-4.66;
07.10.2017 06:36:00;-0.28;-0.19;-0.41;-0.26;288.46;15.31;-22.86;-16.56;363.25;361.14;72.45;-6.30;2.10;-4.20;
07.10.2017 06:37:00;-0.29;-0.20;-0.42;-0.26;288.44;15.29;-23.37;-17.10;362.73;360.94;73.19;-6.27;1.79;-4.48;
07.10.2017 06:38:00;-0.27;-0.19;-0.45;-0.26;288.38;15.23;-21.96;-16.94;360.44;360.88;77.16;-5.02;-0.44;-5.45;
07.10.2017 06:39:00;-0.26;-0.20;-0.47;-0.26;288.29;15.14;-20.67;-17.59;358.44;360.38;85.22;-3.08;-1.95;-5.03;
07.10.2017 06:40:00;-0.24;-0.19;-0.49;-0.25;288.27;15.12;-19.09;-16.66;357.00;360.46;87.27;-2.43;-3.46;-5.89;
07.10.2017 06:41:00;-0.23;-0.19;-0.48;-0.25;288.27;15.12;-18.43;-16.50;357.19;360.66;89.55;-1.93;-3.47;-5.40;
07.10.2017 06:42:00;-0.21;-0.18;-0.51;-0.25;288.25;15.10;-17.15;-15.68;355.36;360.74;91.73;-1.48;-5.38;-6.86;
07.10.2017 06:43:00;-0.18;-0.18;-0.52;-0.25;288.25;15.10;-14.83;-15.63;354.25;360.66;105.44;0.80;-6.41;-5.61;
07.10.2017 06:44:00;-0.19;-0.18;-0.51;-0.25;288.27;15.12;-15.18;-16.14;355.37;361.21;106.42;0.97;-5.85;-4.88;
07.10.2017 06:45:00;-0.19;-0.18;-0.51;-0.25;288.29;15.14;-15.56;-15.57;355.68;361.21;100.22;0.00;-5.53;-5.53;
07.10.2017 06:46:00;-0.20;-0.18;-0.50;-0.25;288.32;15.17;-16.39;-15.50;356.27;361.28;94.57;-0.89;-5.01;-5.90;
07.10.2017 06:47:00;-0.20;-0.18;-0.50;-0.25;288.36;15.21;-16.49;-15.76;356.33;361.43;95.63;-0.72;-5.10;-5.82;
07.10.2017 06:48:00;-0.22;-0.19;-0.50;-0.26;288.34;15.19;-17.43;-16.25;356.39;360.79;93.21;-1.19;-4.40;-5.58;
07.10.2017 06:49:00;-0.21;-0.20;-0.50;-0.25;288.32;15.17;-16.66;-17.22;356.15;360.78;103.40;0.56;-4.63;-4.06;
07.10.2017 06:50:00;-0.18;-0.19;-0.51;-0.25;288.35;15.20;-14.80;-16.76;355.41;361.10;113.46;1.96;-5.69;-3.73;
07.10.2017 06:51:00;-0.17;-0.19;-0.51;-0.25;288.35;15.20;-13.91;-16.50;355.65;360.94;118.69;2.59;-5.29;-2.70;
07.10.2017 06:52:00;-0.17;-0.19;-0.51;-0.25;288.32;15.17;-14.01;-16.48;355.47;360.96;117.61;2.46;-5.49;-3.03;
07.10.2017 06:53:00;-0.15;-0.18;-0.52;-0.25;288.32;15.17;-11.91;-15.98;354.97;361.13;136.43;4.06;-6.17;-2.10;
07.10.2017 06:54:00;-0.08;-0.17;-0.55;-0.25;288.34;15.19;-6.64;-14.79;352.85;361.08;226.98;8.15;-8.23;-0.08;
07.10.2017 06:55:00;-0.07;-0.17;-0.54;-0.25;288.33;15.18;-5.65;-14.67;353.63;361.08;262.25;9.02;-7.45;1.57;
07.10.2017 06:56:00;-0.08;-0.17;-0.52;-0.25;288.36;15.21;-6.53;-15.20;354.83;361.14;233.60;8.66;-6.31;2.35;
07.10.2017 06:57:00;-0.06;-0.17;-0.54;-0.25;288.41;15.26;-4.56;-15.04;353.67;361.46;340.24;10.49;-7.80;2.69;
07.10.2017 06:58:00;-0.03;-0.16;-0.57;-0.25;288.48;15.33;-2.30;-14.38;352.03;361.71;632.49;12.08;-9.68;2.41;
07.10.2017 06:59:00;-0.03;-0.16;-0.54;-0.26;288.53;15.38;-2.38;-14.38;354.78;361.61;612.68;12.00;-6.83;5.17;
07.10.2017 07:00:00;-0.05;-0.17;-0.52;-0.26;288.56;15.41;-4.04;-15.01;356.37;361.78;376.20;10.97;-5.41;5.56;
07.10.2017 07:01:00;-0.03;-0.17;-0.53;-0.26;288.59;15.44;-2.50;-14.65;355.26;361.92;670.00;12.15;-6.66;5.49;
07.10.2017 07:02:00;-0.02;-0.17;-0.59;-0.26;288.59;15.44;-1.63;-14.59;351.03;361.67;1085.10;12.96;-10.64;2.32;
07.10.2017 07:03:00;-0.01;-0.17;-0.59;-0.26;288.64;15.49;-1.17;-14.73;351.85;361.71;1138.01;13.56;-9.86;3.70;
07.10.2017 07:04:00;0.01;-0.16;-0.53;-0.26;288.68;15.53;0.57;-14.14;355.91;362.12;-11.35;14.71;-6.21;8.50;
07.10.2017 07:05:00;0.13;-0.14;-0.62;-0.26;288.71;15.56;10.31;-12.26;349.49;361.82;-131.12;22.57;-12.33;10.25;
07.10.2017 07:06:00;0.22;-0.13;-0.64;-0.26;288.72;15.57;17.50;-11.04;348.44;361.82;-63.28;28.53;-13.38;15.16;
07.10.2017 07:07:00;0.19;-0.14;-0.58;-0.26;288.72;15.57;15.12;-11.92;352.62;362.03;-79.50;27.03;-9.41;17.62;
07.10.2017 07:08:00;0.08;-0.16;-0.55;-0.26;288.70;15.55;6.85;-13.65;354.95;362.24;-246.95;20.50;-7.29;13.21;
07.10.2017 07:09:00;-0.01;-0.17;-0.54;-0.26;288.70;15.55;-0.53;-15.19;355.52;362.33;-22.50;14.67;-6.81;7.86;
07.10.2017 07:10:00;-0.04;-0.17;-0.54;-0.26;288.74;15.59;-3.12;-14.87;356.02;362.68;484.16;11.74;-6.66;5.09;
07.10.2017 07:11:00;-0.02;-0.16;-0.53;-0.26;288.78;15.63;-1.68;-13.73;356.81;362.74;880.95;12.05;-5.92;6.13;
07.10.2017 07:12:00;-0.01;-0.15;-0.52;-0.26;288.78;15.63;-0.92;-13.46;357.00;362.39;1976.96;12.54;-5.39;7.14;
07.10.2017 07:13:00;-0.04;-0.17;-0.54;-0.26;288.79;15.64;-2.97;-14.81;355.82;362.34;505.98;11.83;-6.52;5.32;
07.10.2017 07:14:00;-0.03;-0.17;-0.57;-0.26;288.81;15.66;-2.50;-15.27;353.66;362.46;651.77;12.76;-8.80;3.96;
07.10.2017 07:15:00;-0.06;-0.18;-0.55;-0.27;288.81;15.66;-4.93;-15.94;355.38;361.92;325.39;11.01;-6.54;4.47;
07.10.2017 07:16:00;-0.06;-0.18;-0.53;-0.26;288.80;15.65;-4.60;-15.60;356.40;362.37;341.48;11.00;-5.97;5.03;
07.10.2017 07:17:00;-0.07;-0.18;-0.53;-0.27;288.81;15.66;-5.41;-16.01;357.04;362.14;299.02;10.59;-5.10;5.49;
07.10.2017 07:18:00;-0.10;-0.19;-0.52;-0.27;288.84;15.69;-8.25;-16.74;357.34;362.14;203.24;8.48;-4.80;3.68;
07.10.2017 07:19:00;-0.12;-0.19;-0.52;-0.27;288.81;15.66;-9.71;-16.93;357.21;361.92;174.71;7.22;-4.71;2.51;
07.10.2017 07:20:00;-0.11;-0.19;-0.52;-0.27;288.86;15.71;-9.24;-16.80;357.77;362.21;183.63;7.56;-4.43;3.13;
07.10.2017 07:21:00;-0.07;-0.19;-0.53;-0.27;288.90;15.75;-5.97;-16.54;357.59;362.50;280.89;10.57;-4.91;5.66;
07.10.2017 07:22:00;-0.06;-0.18;-0.53;-0.27;288.93;15.78;-4.98;-16.14;357.55;362.37;325.61;11.16;-4.82;6.34;
07.10.2017 07:23:00;-0.07;-0.18;-0.53;-0.27;288.98;15.83;-5.51;-15.97;357.79;362.79;290.16;10.46;-5.00;5.46;
07.10.2017 07:24:00;-0.07;-0.18;-0.53;-0.27;289.04;15.89;-5.46;-15.83;358.09;362.45;290.79;10.37;-4.36;6.01;
07.10.2017 07:25:00;-0.05;-0.18;-0.53;-0.28;289.05;15.90;-4.44;-15.99;357.84;362.23;377.67;11.55;-4.39;7.16;
07.10.2017 07:26:00;-0.04;-0.18;-0.53;-0.28;289.05;15.90;-2.91;-15.99;357.89;361.90;562.86;13.08;-4.01;9.07;
07.10.2017 07:27:00;-0.07;-0.19;-0.53;-0.28;289.10;15.95;-5.51;-16.95;358.26;362.06;324.56;11.44;-3.80;7.64;
07.10.2017 07:28:00;-0.10;-0.20;-0.53;-0.28;289.13;15.98;-7.74;-17.33;358.26;362.54;224.37;9.60;-4.28;5.32;
07.10.2017 07:29:00;-0.08;-0.20;-0.54;-0.28;289.10;15.95;-6.10;-17.15;357.57;362.18;286.09;11.05;-4.61;6.44;
07.10.2017 07:30:00;-0.04;-0.19;-0.54;-0.28;289.10;15.95;-3.00;-16.44;357.28;362.16;614.54;13.44;-4.88;8.56;
07.10.2017 07:31:00;0.03;-0.18;-0.54;-0.28;289.06;15.91;2.03;-15.64;357.16;361.85;431.33;17.67;-4.70;12.97;
07.10.2017 07:32:00;0.10;-0.17;-0.54;-0.27;289.03;15.88;8.07;-15.08;357.19;362.37;-188.53;23.15;-5.18;17.97;
07.10.2017 07:33:00;0.09;-0.17;-0.54;-0.27;289.01;15.86;7.13;-14.85;357.30;362.49;-212.28;21.98;-5.20;16.78;
07.10.2017 07:34:00;0.08;-0.17;-0.53;-0.27;289.03;15.88;6.20;-14.53;357.64;363.12;-234.88;20.74;-5.48;15.26;
07.10.2017 07:35:00;0.10;-0.16;-0.54;-0.27;289.03;15.88;7.78;-13.84;357.28;362.94;-178.22;21.62;-5.66;15.96;
07.10.2017 07:36:00;0.11;-0.15;-0.54;-0.27;289.05;15.90;8.77;-13.15;357.15;363.11;-150.24;21.92;-5.96;15.96;
07.10.2017 07:37:00;0.11;-0.16;-0.55;-0.27;289.09;15.94;8.77;-13.66;356.84;363.05;-156.08;22.44;-6.21;16.23;
07.10.2017 07:38:00;0.11;-0.16;-0.56;-0.27;289.08;15.93;9.14;-14.22;356.02;363.16;-155.85;23.36;-7.14;16.22;
07.10.2017 07:39:00;0.13;-0.16;-0.56;-0.27;289.10;15.95;10.69;-13.98;356.42;363.08;-133.54;24.68;-6.66;18.02;
07.10.2017 07:40:00;0.17;-0.15;-0.56;-0.27;289.17;16.02;14.12;-12.74;356.53;363.68;-90.29;26.86;-7.15;19.70;
07.10.2017 07:41:00;0.18;-0.14;-0.57;-0.27;289.20;16.05;14.18;-12.45;356.04;363.74;-88.10;26.63;-7.70;18.93;
07.10.2017 07:42:00;0.18;-0.14;-0.57;-0.27;289.25;16.10;14.27;-12.23;356.06;363.63;-87.67;26.50;-7.57;18.93;
07.10.2017 07:43:00;0.11;-0.16;-0.56;-0.27;289.29;16.14;8.84;-13.72;356.95;363.67;-156.05;22.56;-6.71;15.85;
07.10.2017 07:44:00;0.11;-0.16;-0.56;-0.28;289.31;16.16;8.59;-13.91;357.06;363.22;-161.96;22.50;-6.16;16.34;
07.10.2017 07:45:00;0.13;-0.16;-0.56;-0.28;289.33;16.18;10.77;-14.17;357.26;363.66;-136.83;24.94;-6.40;18.54;
07.10.2017 07:46:00;0.25;-0.14;-0.58;-0.27;289.35;16.20;20.00;-12.05;356.28;364.20;-60.96;32.05;-7.92;24.13;
07.10.2017 07:47:00;0.19;-0.15;-0.57;-0.28;289.37;16.22;15.35;-12.72;357.17;363.98;-86.25;28.07;-6.80;21.27;
07.10.2017 07:48:00;0.14;-0.16;-0.57;-0.28;289.40;16.25;11.27;-13.79;357.51;363.96;-122.53;25.06;-6.45;18.60;
07.10.2017 07:49:00;0.14;-0.16;-0.57;-0.28;289.41;16.26;11.72;-13.62;357.37;363.79;-116.49;25.34;-6.42;18.91;
07.10.2017 07:50:00;0.17;-0.16;-0.57;-0.28;289.37;16.22;13.49;-13.60;357.15;363.31;-100.85;27.09;-6.16;20.93;
07.10.2017 07:51:00;0.20;-0.16;-0.56;-0.28;289.35;16.20;16.32;-13.76;357.32;363.27;-85.02;30.08;-5.95;24.13;
07.10.2017 07:52:00;0.18;-0.16;-0.56;-0.28;289.34;16.19;14.32;-14.06;357.58;363.55;-98.81;28.38;-5.97;22.41;
07.10.2017 07:53:00;0.18;-0.17;-0.56;-0.28;289.25;16.10;14.33;-14.55;357.42;362.70;-102.27;28.88;-5.28;23.60;
07.10.2017 07:54:00;0.23;-0.16;-0.55;-0.27;289.24;16.09;19.02;-13.54;357.38;363.35;-72.26;32.56;-5.98;26.59;
07.10.2017 07:55:00;0.33;-0.12;-0.56;-0.27;289.30;16.15;26.36;-10.68;357.23;364.47;-40.71;37.05;-7.24;29.80;
07.10.2017 07:56:00;0.41;-0.09;-0.58;-0.27;289.36;16.21;32.81;-8.14;356.31;364.90;-25.26;40.96;-8.59;32.37;
07.10.2017 07:57:00;0.45;-0.09;-0.60;-0.27;289.42;16.27;36.67;-7.91;354.98;364.89;-21.56;44.58;-9.90;34.67;
07.10.2017 07:58:00;0.53;-0.08;-0.62;-0.26;289.47;16.32;42.72;-6.58;354.35;365.88;-15.62;49.30;-11.54;37.76;
07.10.2017 07:59:00;0.65;-0.05;-0.62;-0.27;289.53;16.38;52.99;-4.48;354.13;365.73;-8.48;57.47;-11.60;45.87;
07.10.2017 08:00:00;0.59;-0.07;-0.61;-0.27;289.55;16.40;47.74;-5.89;355.16;365.32;-12.53;53.64;-10.16;43.48;
07.10.2017 08:01:00;0.53;-0.09;-0.61;-0.27;289.55;16.40;43.10;-7.64;355.42;365.12;-17.74;50.73;-9.70;41.03;
07.10.2017 08:02:00;0.47;-0.11;-0.60;-0.27;289.60;16.45;37.72;-9.23;356.29;365.69;-24.65;46.95;-9.40;37.56;
07.10.2017 08:03:00;0.35;-0.12;-0.59;-0.27;289.64;16.49;28.55;-10.80;356.84;366.00;-38.07;39.35;-9.16;30.19;
07.10.2017 08:04:00;0.39;-0.12;-0.60;-0.27;289.66;16.51;31.31;-10.19;356.53;366.00;-33.14;41.50;-9.47;32.03;
07.10.2017 08:05:00;0.52;-0.10;-0.63;-0.28;289.68;16.53;41.81;-8.36;354.69;365.39;-20.06;50.17;-10.70;39.47;
07.10.2017 08:06:00;0.64;-0.07;-0.67;-0.28;289.70;16.55;51.86;-6.27;351.59;365.65;-12.36;58.13;-14.06;44.07;
07.10.2017 08:07:00;0.79;-0.05;-0.73;-0.27;289.73;16.58;63.84;-4.17;347.26;366.66;-6.60;68.01;-19.40;48.61;
07.10.2017 08:08:00;0.96;-0.00;-0.76;-0.27;289.75;16.60;77.58;-0.06;345.52;366.77;-0.21;77.64;-21.26;56.39;
07.10.2017 08:09:00;1.08;0.02;-0.80;-0.27;289.80;16.65;87.69;2.03;343.30;366.65;2.31;85.66;-23.35;62.31;
07.10.2017 08:10:00;1.39;0.09;-0.92;-0.27;289.83;16.68;112.24;7.82;334.67;367.44;6.84;104.42;-32.77;71.65;
07.10.2017 08:11:00;1.56;0.13;-0.91;-0.27;289.86;16.71;126.16;11.10;335.61;367.71;8.80;115.06;-32.10;82.96;
07.10.2017 08:12:00;1.56;0.13;-0.81;-0.26;289.90;16.75;126.59;11.38;342.86;368.74;8.99;115.21;-25.88;89.33;
07.10.2017 08:13:00;1.55;0.12;-0.73;-0.26;289.90;16.75;125.51;10.83;348.74;369.23;8.62;114.69;-20.48;94.20;
07.10.2017 08:14:00;1.53;0.13;-0.69;-0.25;289.94;16.79;124.29;11.73;351.74;369.89;9.24;112.55;-18.16;94.40;
07.10.2017 08:15:00;1.49;0.12;-0.67;-0.25;289.96;16.81;120.42;10.37;353.11;370.03;8.44;110.06;-16.92;93.14;
07.10.2017 08:16:00;1.19;0.05;-0.66;-0.26;290.03;16.88;96.69;4.12;353.91;369.45;4.12;92.58;-15.54;77.03;
07.10.2017 08:17:00;0.99;0.00;-0.64;-0.26;290.07;16.92;80.11;0.12;355.65;369.89;0.11;80.00;-14.24;65.76;
07.10.2017 08:18:00;0.90;-0.01;-0.64;-0.26;290.13;16.98;72.76;-0.76;356.03;370.27;-1.05;73.53;-14.24;59.28;
07.10.2017 08:19:00;0.81;-0.02;-0.65;-0.26;290.17;17.02;65.35;-1.59;355.57;369.86;-2.45;66.94;-14.29;52.65;
07.10.2017 08:20:00;0.80;-0.03;-0.67;-0.27;290.22;17.07;65.03;-2.19;354.32;369.60;-3.38;67.22;-15.28;51.94;
07.10.2017 08:21:00;0.90;-0.02;-0.68;-0.28;290.22;17.07;73.11;-1.59;354.11;368.70;-2.18;74.70;-14.59;60.11;
07.10.2017 08:22:00;0.90;-0.02;-0.68;-0.27;290.28;17.13;73.17;-1.78;354.14;369.41;-2.43;74.94;-15.27;59.67;
07.10.2017 08:23:00;0.85;-0.03;-0.67;-0.27;290.31;17.16;68.94;-2.65;355.25;370.27;-3.89;71.59;-15.02;56.57;
07.10.2017 08:24:00;0.73;-0.04;-0.64;-0.27;290.34;17.19;58.81;-3.86;357.04;369.63;-6.58;62.67;-12.59;50.08;
07.10.2017 08:25:00;0.80;-0.05;-0.65;-0.27;290.38;17.23;65.13;-4.08;356.91;369.71;-6.27;69.21;-12.80;56.41;
07.10.2017 08:26:00;0.83;-0.04;-0.67;-0.27;290.46;17.31;67.60;-3.07;355.57;370.90;-4.57;70.68;-15.34;55.34;
07.10.2017 08:27:00;0.90;-0.02;-0.69;-0.27;290.56;17.41;72.57;-1.44;355.16;370.61;-1.99;74.01;-15.45;58.56;
07.10.2017 08:28:00;0.72;-0.05;-0.66;-0.28;290.62;17.47;58.48;-4.27;357.22;370.03;-7.54;62.74;-12.81;49.93;
07.10.2017 08:29:00;0.63;-0.07;-0.66;-0.29;290.62;17.47;51.06;-6.04;357.42;369.17;-11.84;57.10;-11.75;45.36;
07.10.2017 08:30:00;0.58;-0.08;-0.66;-0.30;290.63;17.48;47.00;-7.18;357.74;368.38;-15.29;54.18;-10.64;43.54;
07.10.2017 08:31:00;0.62;-0.08;-0.66;-0.30;290.60;17.45;50.45;-7.07;357.56;367.54;-14.15;57.53;-9.98;47.54;
07.10.2017 08:32:00;0.79;-0.06;-0.66;-0.30;290.56;17.41;64.25;-5.57;356.98;368.07;-8.75;69.82;-11.08;58.73;
07.10.2017 08:33:00;0.74;-0.06;-0.65;-0.29;290.59;17.44;59.76;-5.54;357.76;369.13;-9.48;65.30;-11.37;53.93;
07.10.2017 08:34:00;0.51;-0.11;-0.64;-0.29;290.57;17.42;40.94;-9.20;358.47;368.94;-22.98;50.14;-10.47;39.67;
07.10.2017 08:35:00;0.36;-0.13;-0.64;-0.30;290.57;17.42;29.25;-11.62;358.63;368.11;-40.11;40.87;-9.47;31.40;
07.10.2017 08:36:00;0.34;-0.14;-0.64;-0.30;290.59;17.44;27.33;-11.86;358.85;368.12;-43.41;39.19;-9.27;29.92;
07.10.2017 08:37:00;0.34;-0.13;-0.64;-0.30;290.60;17.45;27.20;-11.78;359.07;367.62;-43.33;38.98;-8.55;30.43;
07.10.2017 08:38:00;0.44;-0.12;-0.64;-0.30;290.57;17.42;35.91;-10.62;358.64;367.69;-30.40;46.53;-9.04;37.49;
07.10.2017 08:39:00;0.49;-0.10;-0.64;-0.29;290.60;17.45;39.99;-8.72;358.63;368.69;-21.88;48.71;-10.06;38.65;
07.10.2017 08:40:00;0.72;-0.05;-0.66;-0.29;290.61;17.46;58.04;-4.76;357.64;368.66;-8.60;62.80;-11.02;51.78;
07.10.2017 08:41:00;0.85;-0.04;-0.67;-0.30;290.55;17.40;68.46;-3.08;356.51;367.30;-4.51;71.54;-10.80;60.75;
07.10.2017 08:42:00;1.00;-0.01;-0.67;-0.29;290.55;17.40;80.68;-1.03;356.61;368.59;-1.32;81.71;-11.98;69.73;
